"2","What was the first thing you noticed about me?","0"
"3","When was the last time you felt completely yourself with me?","0"
"4","What is your favorite memory of us?","0"
"5","What is one thing we could improve on as a couple?","0"
"6","When was the last time you felt vulnerable with me?","0"
"7","If our relationship were a book, what would the title be?","0"
"8","Write a short guide on how to love me well.","0"
"9","What is a secret dream or goal you’ve never shared with me?","0"
"10","What do you think my love language is?","0"
"11","What’s one way we can better support each other?","0"
"12","What is one thing I do that makes you feel safe?","0"
"13","What do you think our biggest challenge has been?","0"
"14","What do you think I’m most proud of in our relationship?","0"
"15","What’s one way I could make you feel more loved?","0"
"16","What do you think I admire most about you?","0"
"17","What do you think our legacy as a couple will be?","0"
"18","What do you think makes us resilient?","0"
"19","What’s something we’ve accomplished together that you’re proud of?","0"
"20","What’s a moment in our relationship you’re especially proud of?","0"
"21","What’s a question you wish I asked more often?","0"
"22","What’s a goal you’d like us to achieve together?","0"
"23","What’s a dream you think we could achieve together?","0"
"24","What’s a way we’ve grown that you’re proud of?","0"
"25","What’s one way I’ve helped you grow?","0"
"26","What’s one thing you think makes our love unique?","0"
"27","What’s one thing you think we could work on together?","0"
"28","What’s one thing you’ve discovered about yourself through our love?","0"
"29","What’s one thing you think I’ve brought to our relationship?","0"
"30","What’s one way you think we could deepen our connection?","0"
"31","What’s something you’ve learned about love from our relationship?","0"
"32","What’s one thing you’d like to learn from me?","0"
"33","What’s one thing about our relationship that feels effortless?","0"
"34","What’s a moment you think defined our love?","0"
"35","What’s a way you think we’ve grown as a couple?","0"
"36","What’s a way you think we could improve our relationship?","0"
"37","What’s one thing about our relationship that you value most?","0"
"38","What’s one thing about our relationship that you love?","0"
"39","What’s a way you think we could improve our love?","0"
"40","What’s a memory of us that you cherish?","0"
"41","What’s something about our love that you’re thankful for?","0"
"42","What’s a childhood memory that shaped who you are today?","0"
"43","What’s something you learned from a difficult experience?","0"
"44","Who was your first role model and why?","0"
"45","What’s a mistake you made that turned into a valuable experience?","0"
"46","What’s something you regret not doing in your younger years?","0"
"47","What’s an object you’ve kept from your past and why?","0"
"48","What’s a childhood dream you still think about?","0"
"49","What’s a skill you’d like to learn in the future?","0"
"50","What’s a fear you’d like to overcome?","0"
"51","What’s a career milestone you hope to achieve?","0"
"52","What’s a change you want to make in your daily routine?","0"
"53","What’s a skill you’d like to pass on to others?","0"
"54","What’s a way you’d like to grow as a person?","0"
"55","What’s a lesson from your past that you apply to your life now?","0"
"56","What’s a mistake you made that guides your decisions now?","0"
"57","What’s a moment from your past that still makes you smile?","0"
"58","What’s a promise you’ve made to yourself about your future?","0"
"59","What’s a moment in your past that you’d relive if you could?","0"
"60","What’s a lesson you’ve learned that you want to teach others?","0"
"61","What’s a time in your past when you felt most alive?","0"
"62","What’s a hope you have for your future self?","0"
"63","What’s a way your past self would be proud of you today?","0"
"64","What’s something you’ve accomplished that past you would never expect?","0"
"65","What’s a way your past has prepared you for your future?","0"
"66","What’s a hope you have for the people around you in the future?","0"
"67","What’s something you’ve learned that will guide you in the years ahead?","0"
"68","What’s a promise you’d like to make to your future self?","0"
"69","What’s a way you want to grow into the person your past self dreamed of?","0"
"70","What’s something you want your future self to remember about your current self?","0"
"71","What’s a decision you made in the past that you are proud of?","0"
"72","What’s a place from your past that holds special meaning for you?","0"
"73","What’s a lesson you learned the hard way?","0"
"74","What’s a song that reminds you of a significant moment?","0"
"75","What’s a challenge you overcame that makes you proud?","0"
"76","Who was the most influential person in your life growing up?","0"
"77","What’s a tradition from your family that you cherish?","0"
"78","What’s a hobby you had as a child that you miss?","0"
"79","What’s a story from your past that you love telling?","0"
"80","What’s a relationship from your past that taught you a lot?","0"
"81","What’s a subject you loved learning about in school?","0"
"82","What’s a habit from your past that you’re glad you changed?","0"
"83","What’s a place you dream of visiting someday?","0"
"84","What’s something you want to accomplish by the end of the year?","0"
"85","What’s a way you’d like to give back to your community?","0"
"86","What’s a future event you’re looking forward to?","0"
"87","What’s a dream you’d like to make a reality?","0"
"88","What’s something you hope to be remembered for?","0"
"89","What’s a dream from your past that you’ve achieved?","0"
"90","What’s something from your past you want to let go of?","0"
"91","What’s a memory that motivates you to achieve your future goals?","0"
"92","What’s a goal you’ve accomplished that inspires your future plans?","0"
"93","What’s a value from your past that still shapes your future decisions?","0"
"94","What’s a memory you’d like to pass on to the next generation?","0"
"95","What’s something from your past that you hope others see in you now?","0"
"96","What’s a dream you had as a child that you’ve rediscovered recently?","0"
"97","What’s a lesson from a mistake you want to apply moving forward?","0"
"98","What’s a quality you admire in others that you’d like to develop?","0"
"99","What’s something you’d like to carry with you from your past into your future?","0"
"100","What’s a legacy you’d like to build from your past experiences?","0"
"101","What’s a part of your past you’d like to revisit with new perspective?","0"
"102","What’s a challenge you’re currently facing that you think future you will be proud of?","0"
"103","What’s a goal you want to pursue with the lessons you’ve learned?","0"
"104","What’s a childhood memory that shaped who you are today?","0"
"105","What’s something you learned from a difficult experience?","0"
"106","Who was your first role model and why?","0"
"107","What’s a mistake you made that turned into a valuable experience?","0"
"108","What’s something you regret not doing in your younger years?","0"
"109","What’s a decision you made in the past that you are proud of?","0"
"110","What’s a place from your past that holds special meaning for you?","0"
"111","What’s a lesson you learned the hard way?","0"
"112","What’s a song that reminds you of a significant moment?","0"
"113","What’s a challenge you overcame that makes you proud?","0"
"114","What’s a risk you took that paid off?","0"
"115","What’s a goal you have for the next year?","0"
"116","What’s a personal habit you want to develop?","0"
"117","What’s a relationship you’d like to strengthen?","0"
"118","What’s a new experience you’d like to try?","0"
"119","What’s a book or topic you’d like to explore?","0"
"120","What’s a project you’ve always wanted to start?","0"
"121","What’s a legacy you want to leave behind?","0"
"122","What’s a quality from your childhood self you want to recapture?","0"
"123","What’s a relationship from your past you’d like to reconnect with?","0"
"124","What’s a childhood dream you still want to pursue?","0"
"125","What’s a past success you’d like to replicate in the future?","0"
"126","What’s something from your past you’d like to do differently next time?","0"
"127","What’s a challenge you’ve overcome that prepared you for future ones?","0"
"128","What’s a strength you’ve developed that you’ll rely on in the future?","0"
"129","What’s a relationship from your past that inspires how you approach others now?","0"
"130","What’s a time in your past when you surprised yourself?","0"
"131","What’s a vision you have for your life in five years?","0"
"132","What’s a way you’d like to honor your past while growing in the future?","0"
"133","What’s a future dream that feels achievable now because of your past?","0"
"134","What’s a value from your upbringing that still resonates with you?","0"
"135","What’s a quality from your past self you’ve worked to maintain?","0"
"136","What’s a way you’ve surprised yourself with growth over the years?","0"
"137","Who was the most influential person in your life growing up?","0"
"138","What’s a tradition from your family that you cherish?","0"
"139","What’s a hobby you had as a child that you miss?","0"
"140","What’s a story from your past that you love telling?","0"
"141","What’s a relationship from your past that taught you a lot?","0"
"142","What is one small way I can be a better partner?","0"
"143","What is a shared experience you think shaped us?","0"
"144","What is one thing you wish I knew about you?","0"
"145","What do you think makes us unique as a pair?","0"
"146","What is something about me that inspires you?","0"
"147","What is something small I do that makes you feel loved?","0"
"148","What is your favorite physical feature of mine?","0"
"149","What do you think our future looks like?","0"
"150","What’s one habit of mine that you love?","0"
"151","What song reminds you of me?","0"
"152","How do you define intimacy?","0"
"153","What’s one thing you’ve always wanted to do together?","0"
"154","What do you wish we talked about more?","0"
"155","What’s your favorite thing to do with me?","0"
"156","What’s a quality of mine that you’re grateful for?","0"
"157","What’s something you’ve learned about love from me?","0"
